"id","product_name","description","style","brand","created_at","updated_at","url","product_type","shipping_price","note","admin_id"
173,"Scene Pyjamas","Scene Pyjamas is an amazing Pyjamas Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Scene","Ulla Johnson","2018-08-08 02:38:25","2018-08-20 00:53:10","","clothing",784,"",23
174,"Lagenlook Underwear","Lagenlook Underwear is an amazing Underwear Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Lagenlook","W. Kleinberg","2018-08-19 15:08:34","2018-10-02 18:34:07","","clothing",1177,"",60
175,"Casual Chic Gloves","Casual Chic Gloves is an amazing Gloves Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Casual Chic","Democracy","2018-07-09 21:59:14","2018-12-07 16:20:10","","clothing",1147,"",43
176,"Psychedelic Underwear","Psychedelic Underwear is an amazing Underwear Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Psychedelic","xoxo","2018-06-08 20:51:02","2019-01-25 09:32:39","","clothing",737,"",41
177,"Girly  Life-jacket","Girly  Life-jacket is an amazing Life-jacket Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Girly ","Iris & Lilly","2018-09-29 21:04:13","2018-10-17 20:28:44","","clothing",1176,"",60
178,"Sports Wear Bra","Sports Wear Bra is an amazing Bra Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Sports Wear","Naot","2018-09-12 20:35:25","2018-11-17 08:07:13","","clothing",938,"",24
179,"Hip Hop Sweater","Hip Hop Sweater is an amazing Sweater Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Hip Hop","Jil Sander","2018-01-09 01:25:11","2019-01-31 18:45:43","","clothing",1387,"",32
180,"Business Casual Stockings","Business Casual Stockings is an amazing Stockings Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Business Casual","Maidenform","2018-04-16 09:51:01","2018-08-17 10:21:11","","clothing",851,"",71
181,"Girl next door Belt","Girl next door Belt is an amazing Belt Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Girl next door","Tretorn","2018-03-10 16:36:51","2018-11-26 22:47:35","","clothing",978,"",29
182,"Evening Black Tie Raincoat","Evening Black Tie Raincoat is an amazing Raincoat Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Evening Black Tie","Nicholas Kirkwood","2018-04-09 08:43:55","2018-11-11 18:10:55","","clothing",1109,"",27
183,"Military Ring","Military Ring is an amazing Ring Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Military","E. Marinella","2018-09-13 00:54:57","2018-10-06 17:30:21","","clothing",708,"",39
184,"Lagenlook Vest","Lagenlook Vest is an amazing Vest Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Lagenlook","PT01","2018-12-02 19:08:19","2019-01-21 10:56:40","","clothing",994,"",32
185,"Casual Chic Bra","Casual Chic Bra is an amazing Bra Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Casual Chic","Felina","2018-01-27 12:08:20","2018-02-20 18:13:03","","clothing",1344,"",46
186,"Skateboarders Shirt","Skateboarders Shirt is an amazing Shirt Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Skateboarders","I.FIV5","2018-11-04 06:05:31","2018-11-14 12:31:58","","clothing",717,"",67
187,"Maternity Leggings","Maternity Leggings is an amazing Leggings Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Maternity","Officine Creative","2018-02-08 08:24:16","2019-01-19 00:50:13","","clothing",1203,"",46
188,"Military Poncho","Military Poncho is an amazing Poncho Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Military","Soffe","2018-06-22 00:50:44","2018-09-30 06:42:00","","clothing",1165,"",37
189,"Haute Couture Dungarees","Haute Couture Dungarees is an amazing Dungarees Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Haute Couture","Verandah","2018-03-13 09:50:49","2019-02-18 14:49:48","","clothing",1354,"",26
190,"Artsy Sweater","Artsy Sweater is an amazing Sweater Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Artsy","Koi","2018-09-21 13:00:37","2019-01-04 20:34:44","","clothing",1401,"",51
191,"Girl next door Socks","Girl next door Socks is an amazing Socks Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Girl next door","GCDS","2018-03-03 08:22:39","2018-04-07 21:24:15","","clothing",829,"",38
192,"Retro Necktie","Retro Necktie is an amazing Necktie Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Retro","Undercover","2018-01-08 23:57:34","2018-10-02 00:20:02","","clothing",1144,"",68
193,"Kawai Coat","Kawai Coat is an amazing Coat Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Kawai","T Tahari","2018-02-25 20:40:38","2018-06-16 04:13:40","","clothing",934,"",64
194,"Modest T-Shirt","Modest T-Shirt is an amazing T-Shirt Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Modest","Valextra","2018-04-23 20:35:00","2018-09-21 21:46:50","","clothing",1472,"",53
195,"Maternity Earrings","Maternity Earrings is an amazing Earrings Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Maternity","Free People","2018-08-08 00:35:51","2018-10-15 05:49:34","","clothing",1323,"",40
196,"Maternity Kimono","Maternity Kimono is an amazing Kimono Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Maternity","Influence Plus","2018-10-03 11:34:48","2019-02-01 14:51:07","","clothing",1350,"",23
197,"Preppy Earrings","Preppy Earrings is an amazing Earrings Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Preppy","Heidi Klein","2018-12-13 07:06:09","2019-02-14 02:40:19","","clothing",711,"",46
198,"Flapper Quilted jacket","Flapper Quilted jacket is an amazing Quilted jacket Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Flapper","Anuschka","2018-09-17 18:39:41","2018-10-19 04:32:50","","clothing",1123,"",63
199,"Hip Hop T-Shirt","Hip Hop T-Shirt is an amazing T-Shirt Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Hip Hop","J.W.Anderson","2018-03-24 04:23:12","2018-08-29 13:09:47","","clothing",1091,"",23
200,"Maternity Apron","Maternity Apron is an amazing Apron Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Maternity","Selected","2018-09-07 10:39:56","2018-12-29 00:07:00","","clothing",1247,"",71
201,"Girl next door Quilted jacket","Girl next door Quilted jacket is an amazing Quilted jacket Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Girl next door","Old Friend Footwear","2018-01-30 06:30:49","2018-09-16 11:51:31","","clothing",1046,"",65
202,"Girly  Blazer","Girly  Blazer is an amazing Blazer Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Girly ","dRA","2018-06-23 06:20:33","2019-02-18 19:06:33","","clothing",1364,"",50
203,"Boho/Bohemian chic Shirt","Boho/Bohemian chic Shirt is an amazing Shirt Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Boho/Bohemian chic","PT01","2018-01-30 00:54:06","2018-04-16 13:29:02","","clothing",1318,"",42
204,"Goth Life-jacket","Goth Life-jacket is an amazing Life-jacket Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Goth","Hiltl","2018-10-11 03:07:17","2018-12-05 13:07:10","","clothing",848,"",42
205,"Sports Wear Kimono","Sports Wear Kimono is an amazing Kimono Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Sports Wear","Calvin Klein Underwear","2018-04-15 10:37:16","2018-11-14 10:12:48","","clothing",1384,"",68
206,"Lagenlook Underwear","Lagenlook Underwear is an amazing Underwear Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Lagenlook","Clementine","2018-07-02 15:59:15","2018-12-16 13:40:44","","clothing",929,"",44
207,"Girly  Cap","Girly  Cap is an amazing Cap Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Girly ","Isaac Mizrahi New York","2019-01-03 11:35:12","2019-01-28 17:56:01","","clothing",1421,"",57
208,"Rocker Chic Sandals","Rocker Chic Sandals is an amazing Sandals Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Rocker Chic","Giambattista Valli","2019-01-19 21:24:20","2019-02-12 04:56:17","","clothing",968,"",67
209,"Maternity Jeans","Maternity Jeans is an amazing Jeans Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Maternity","Barneys New York","2018-10-20 05:10:08","2019-01-18 08:13:49","","clothing",1095,"",49
210,"Kawai Apron","Kawai Apron is an amazing Apron Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Kawai","Gildan","2018-10-22 05:58:01","2018-10-30 14:16:43","","clothing",1230,"",50
211,"Kawai Kimono","Kawai Kimono is an amazing Kimono Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Kawai","Geox","2018-07-21 01:34:42","2019-02-05 12:17:52","","clothing",957,"",55
212,"Rave Tutu","Rave Tutu is an amazing Tutu Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Rave","You As","2019-01-12 06:31:10","2019-02-02 09:05:56","","clothing",1453,"",47
213,"Ankara Ear muffs","Ankara Ear muffs is an amazing Ear muffs Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Ankara","kamik","2018-01-21 13:18:37","2018-05-15 00:17:26","","clothing",1434,"",25
214,"Garconne look Cardigan","Garconne look Cardigan is an amazing Cardigan Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Garconne look","Via Spiga","2018-01-30 21:56:05","2019-02-27 15:26:22","","clothing",746,"",25
215,"Psychedelic Glasses","Psychedelic Glasses is an amazing Glasses Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Psychedelic","Olivia Von Halle","2018-01-17 18:11:32","2018-12-13 23:26:49","","clothing",1174,"",45
216,"Scene Lipstick","Scene Lipstick is an amazing Lipstick Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Scene","Helmut Lang","2018-11-08 01:53:19","2019-01-16 05:05:26","","clothing",1296,"",50
217,"Retro Bikini","Retro Bikini is an amazing Bikini Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Retro","Easy Street","2018-02-07 05:34:33","2018-08-15 21:19:15","","clothing",956,"",37
218,"Hip Hop Waistcoat","Hip Hop Waistcoat is an amazing Waistcoat Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Hip Hop","Cinch","2018-07-19 00:30:03","2018-11-16 05:42:45","","clothing",1006,"",65
219,"Lagenlook Helmet","Lagenlook Helmet is an amazing Helmet Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Lagenlook","Anuschka","2018-06-04 15:21:27","2019-02-12 12:43:11","","clothing",1107,"",37
220,"Goth Sandals","Goth Sandals is an amazing Sandals Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Goth","Halston Heritage","2018-10-01 07:47:16","2018-10-10 09:06:07","","clothing",1379,"",37
221,"Flapper Poncho","Flapper Poncho is an amazing Poncho Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Flapper","Raquel Allegra","2018-05-07 22:53:38","2018-06-21 14:08:13","","clothing",1322,"",36
222,"Girl next door Sweater","Girl next door Sweater is an amazing Sweater Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Girl next door","Twik","2018-10-03 13:17:29","2019-02-24 13:34:51","","clothing",749,"",40
223,"Tomboy Tuxedo","Tomboy Tuxedo is an amazing Tuxedo Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Tomboy","Vibram Fivefingers","2018-09-18 13:26:25","2019-02-19 23:18:11","","clothing",823,"",51
224,"Punk Suit","Punk Suit is an amazing Suit Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Punk","Quay Eyeware","2018-12-27 15:51:04","2019-02-15 16:30:34","","clothing",1053,"",62
225,"Business Casual Poncho","Business Casual Poncho is an amazing Poncho Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Business Casual","Wolf & Whistle","2018-05-21 04:36:06","2018-11-28 05:19:46","","clothing",1005,"",54
226,"Skateboarders Gloves","Skateboarders Gloves is an amazing Gloves Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Skateboarders","English Laundry","2018-10-01 14:22:56","2018-12-13 23:46:30","","clothing",951,"",48
227,"Artsy T-Shirt","Artsy T-Shirt is an amazing T-Shirt Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Artsy","Jessica Simpson","2018-09-21 01:00:25","2018-11-08 00:27:11","","clothing",1119,"",57
228,"Kawai Kilt","Kawai Kilt is an amazing Kilt Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Kawai","Robert Graham","2018-05-30 15:11:09","2018-12-08 10:34:18","","clothing",1181,"",33
229,"Lagenlook Raincoat","Lagenlook Raincoat is an amazing Raincoat Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Lagenlook","Calvin Klein Underwear","2018-12-06 12:14:01","2019-01-31 08:49:14","","clothing",1273,"",32
230,"Boho/Bohemian chic Lipstick","Boho/Bohemian chic Lipstick is an amazing Lipstick Product...Lorem ipsum dolor sit amet, ne est diceret platonem, ius viris fabulas ea. Amet elit putent ea sit, per accumsan verterem cu.","Boho/Bohemian chic","MARVEL","2019-02-09 16:48:47","2019-02-20 13:14:30","","clothing",1211,"",70
